# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090804_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090804/26af2e07b734ca59e8b1337e125425d09724322f.Poison C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.601266
20090804/26b259410e46fa6412159cf384c4ba738f71bfde.Texel C003-1340 20090803/c0346d7d6672a6d0479d792bb423a33bac7fdd68.Texel 0.344487
20090804/26bba70efc17d30127d93d662851ea3f9d53003a.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0794303
20090804/26c639658c6951d81bc64414a9549867cd1e6ea5.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0945748
20090804/26cc6e31397423d85ced7de870436145f16726d3.Texel C003-1437 20090803/031642621b3598ed18fd23a756289649da75e171.Texel 0.308607
20090804/26ef21359d1fad9eabc71441a5363096aaf4a595.Magania C002-1200 20090802/f526de9f72816d8f97859393c20356993abbe5df.Magania 0.366387
20090804/271d7db58a728ff6d46b63682cba97e527c8a6ea.Texel C003-1192 20090803/18e80eec747dc902219a131927ef9866c5f94d6b.Texel 0.485071
20090804/272580ee0c986d40ff5f141bb084b6b1a7cc4c4d.Texel C003-1423 20090803/6ac4913d0df783b3967e9ab8ed6849708d59f695.Texel 0.438035
20090804/2729019556bb9a2a9392647b30a052f471715343.Poison C003-0971 20090802/009c5afccb482a69d5a47f4f8a06f9c007181702.Buzus 0.637433
20090804/272f8ad5342c11b017d34f749520f2d56ee2d019.Agent C003-1311 20090803/9442a6d426f4b22e396cda83c513e0de166a303e.Midgare 0.647191
20090804/274a21b816d7b000c8603fcda64a10b0921e1927.Texel C003-1389 20090803/4ccbea98f7645e87409cd080ebe9483f467ac09c.Texel 0.471405
20090804/275c1b326013d8f7a4e45fb117447e7feb40a620.Lipler C002-0233 20090802/4cf23978218f1a0417eb0579ca59cf9fe52d6729.Lipler 0.550966
20090804/276fcbd7cff474efbd282585f764c34853716c81.NothingFound C003-0629 20090802/d6ac75c16854fc3e4adf1c788c0b25c01e5ecc84.TDSS 0.579025
20090804/27725df5b70c9e68054c3a488511f72b4fea3a9b.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0870925
20090804/2782cd9aed68e4655760c29571b73b4c31461e2d.Texel C003-1166 20090803/0b6117adf3960ed274ed7c8df77c0b5dc7aeece5.Patched 0.267261
20090804/2804db6558c2bb6dacbce9e4c35c8024c76eecc7.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.105174
20090804/283cf398a6de3cfd14b025e79f932fde99934e80.Patched C003-1356 20090803/5464b32bd3f860c06cada97995fc4aee7993fd3e.Texel 0.431331
20090804/283eec907b508d8aab9931bc5cefe21c36a2fb9c.Texel C003-1266 20090803/d8310a22e7c604d37f709ab613be394969b92598.Texel 0.377151
20090804/28b7c7b16f89904b2526478a1b18a20a460b74f7.NothingFound C003-1437 20090802/a1d37dfc9ac69243ec3af40afc69d54418f373cf.Parite 0.500024
20090804/28ca0ac95adae4aa1ec68e0abb808c26bd5f0dca.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.116076
20090804/28d264eba105dc2683fa0a0b7cd6930df3a1ba92.Texel C003-1239 20090803/61f4436465490360306872abc56cce5d3b1c335c.Texel 0.438871
20090804/28ee3303571f741869f0326ba383ab9f285a6628.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0973273
20090804/2950f67f13760b145c17c02d3002047699d77b00.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0888541
20090804/2971713ae5089c1dcd45e6f04e245b5b721a7ffb.Texel C003-1504 20090803/2d3bf830c57ad3792277d90d99b2210bf2c5bade.Texel 0.5
20090804/297575d19eb699dc7a1b17c98b2d3181f0095696.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0858476
20090804/2996881adcc2f2bf74ab0cb4fa4f4cc61f8ad469.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0946098
20090804/29d216532b20fd7388a31e93276ea042a2780cad.Magania C002-1200 20090802/f526de9f72816d8f97859393c20356993abbe5df.Magania 0.374035
20090804/2a0ae51872cef0176f731a23a368adef3b832f3b.Texel C003-1423 20090803/0822fb5fbd00f83af8626131e33f00e20ae4866e.Texel 0.418788
20090804/2a2838e46151352f47d8e62ba4aa0e0753dbc705.Texel C003-0254 20090802/299c31e2944f354010df7d6fa41e2bf6f81c7e48.PcClient 0.449994
20090804/2a33e69a6c5df2d1eed0c7b76ae6fcbff532c639.Texel C003-1315 20090803/033dd051efe6de48029d44d9a5a68679543a403e.Texel 0
20090804/2a3c2e3794036af005276d7881b3a4dc80e02760.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/2a5b19210c25f58a6615e50f6e9c0ca52980894f.AutoRun C003-0728 20090803/cd36aef0a6d80abb79f53b757e947771782417c3.AutoRun 0.213311
20090804/2a67934e8c3e67cb68d335c77118580831bded18.Pakes C003-0095 20090802/7f53821d9564a47efcf06ad88e472f9bbe46295e.Pakes 0.254086
20090804/2a6dd7a15942e8ee079ebb9cef95522b98897c9e.VB C002-1148 20090802/b63b8d305fb34472e471e5ca02eddedb4cb256f0.NothingFound 0.674075
20090804/2a86e3ddd3f0b63dea334f54e93a70eb6d665277.Tdss C003-0629 20090803/fb17bf3903c2f5dd5b9a73c92fa09e9e4d0a5ef1.TDSS 0.595496
20090804/2a8f1c0742b32092cd36bb7e06fe6edf31caa120.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.107689
20090804/2a91a3a907e07b051ba98c2aa760c592957c8cdd.Texel C003-1295 20090803/0685065baedb03c73e200b023c5124c0855215c7.Texel 0.471404
20090804/2aa466b6608a2b2a040685bc93aa5405ae43cfbb.Refroso C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.58454
20090804/2aaf5f6bb4d1f38cef40e840353ca819985babfe.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/2acbe9faa0fbb47099a2bb122a2575abe39e5ff6.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.124006
20090804/2ad2a93d82a5cf4f311dce11b97dd2f9013551df.Poison C002-1148 20090802/62dc052bc0b2c683fa1b0168000dbe37550a367c.NothingFound 0.574615
20090804/2af7d4ce636cd7ddb8108135bede308691c60b4f.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/2b0909cc7c29873fd1248a3659ff5463ceae7f67.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.370568
20090804/2b149b3f27d7c6906686d89104e7142bf44c91b4.Poison C002-1148 20090802/b63b8d305fb34472e471e5ca02eddedb4cb256f0.NothingFound 0.561951
20090804/2b438c32a9ad3bf297d361fba6ef614221e5b3b5.Patched C003-0860 20090803/3cf072e7fe5ce1e5ea6e05b4dec06788403e2292.Texel 0.447214
20090804/2b74f2b994b9809b77b7c66b7f7a5dde0e0f66d6.Poison C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.602374
20090804/2b89921973d65105f8368662040820924204013a.Bifrose C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.375048
20090804/2b8ea729604fc704929560bf08c2c1b97e12b57c.Texel C003-1403 20090803/87e3d2b9fc1678705733c90b74c5d0492b4fda53.Texel 0.50637
20090804/2b9802f2d56eca22a644eb78741c5e19a2ac1440.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/2ba6d0ae72db47fb47c3cd7f62818878a81b7b7c.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0917769
20090804/2bc086e3af459099ee1ec9d9bb18db4aa69c74d7.Texel C003-1423 20090803/9bf1e43dd5b65ad7fadf059ba89fda99076c543c.Texel 0.566558
20090804/2bc2d28ce5d49703db17c6e69d81ece9a0f342fd.Texel C003-1340 20090803/3b4bd2dafeca0af50f119777b0f4a83883b15177.Texel 0.218218
20090804/2bcf98451b07f7847919d782d56c25e87a17bb57.VB C002-1148 20090802/b63b8d305fb34472e471e5ca02eddedb4cb256f0.NothingFound 0.674075
20090804/2c12113dc8fa5faca2ee4f78ebf8f9b804a35786.Magania C002-1200 20090802/976c0bdd830f81c6b2677c07673be1457e678ff1.Magania 0.416734
20090804/2c27a9047c8bde0e19acf8fdbbd5204419738879.Texel C003-1356 20090803/faf762a3981ee58d44466c9fca16769e2f8ff591.Texel 0.430651
20090804/2c3780a36b6ced7f1812861f3ed54187b4ac6e21.Texel C003-0254 20090802/299c31e2944f354010df7d6fa41e2bf6f81c7e48.PcClient 0.392945
20090804/2c3ddf585084222c6e9d4cd601cf01ecd258b7c2.Poison C002-1148 20090802/0ad66047ff69df003a4f13dffe5a03fcef9d81f0.VB 0.65541
20090804/2c990c50a9cdb6e3c95764f7ce13a5fd0e7e5634.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0996929
20090804/2ca9412c0281f76c3d3acf39be2e39ca03466b9b.Poison C002-1148 20090802/62dc052bc0b2c683fa1b0168000dbe37550a367c.NothingFound 0.629679
20090804/2cadd62be52ef022a64e166d6a71d1265e73d037.FraudLoad C002-1164 20090802/6f7f3627256917d7793f68c40209e3ac0cc647dc.FraudLoad 0.259
20090804/2cd8eef73fd968830eb7ce2d66dde1eabc16e168.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/2ce29d62b8767e82a481155eec466d8766ae8c0a.Texel C003-0953 20090803/15160ccc64a8dcacc2295144de36e2e9994e7dac.Texel 0.5
20090804/2d116187d0b61136598eb4dfced1735e29b45afa.NothingFound C002-1258 20090802/af8b755b64d78ea1e93ce729b5639f44a9b4b25e.MyDNS 0.158365
20090804/2d1a3cb12ed86808e0a237ae471ea3e8b24fcc44.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.275367
20090804/2d61c9c7f691c0dfa950632d1ecb15077333d61b.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0858476
20090804/2d713a5ee724d54f47b58d6109710c7cc4142c38.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/2d7bab71b93e2110b87a7c8acf83680ef43eaf44.Patched C003-1305 20090803/3a24356dfcb7e1f64fc0d3d23a2b027698b0696e.Texel 0.000260307
20090804/2da45a121321c79995a287396b073e484b7bef68.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.275436
20090804/2da815a345cefb35daef90ab882b5eb17bbeda82.Texel C003-0667 20090803/2f1e7fb5c43e3a37a158ca1ba03d8cd9d4870bbf.Texel 0.101535
20090804/2da8f0c034db4f5e6eb3b345d4bf82bbd09d6980.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.097476
20090804/2db694492d4983255437dbc36b9d91759dc17bf2.Patched C003-0698 20090802/95c778ad03b6148b3cf7213405c22505a7f76218.FraudLoad 0.536857
20090804/2dbedd8d903d114e522f929315c531ca5f027dc1.Texel C003-1315 20090803/033dd051efe6de48029d44d9a5a68679543a403e.Texel 0.5
20090804/2dc8c0f257984dea07c206b410c5de9a9b6ac723.Texel C003-1183 20090803/0289fc2c49bffee51e43973d620854e7f73be395.Mixor 0.458966
20090804/2dcf5c09f87fea3426dd992d18fa01bec7e6395b.Texel C003-1045 20090803/0ac8b55e0f8e198f0b9f7a0a86ce5f142da4382c.Texel 0.478548
20090804/2de8a1a63b99f9b48e2254f77594a11472b72501.Poison C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.599849
20090804/2df4d3d70166995130959cc32953fd5bdbdd5da2.Texel C003-0860 20090803/3e82fee1d179eafb8dfe270971991c9144494388.Texel 0
20090804/2e19a90280df422de4116520eea068a489fa1718.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/2e1eeb58f53eb2637cccb05fa68754a6fefb4287.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/2e48c4363735650591e8cb462858e17d27b53c4d.Texel C003-0406 20090803/b17cc941d4b4f5af6a82742e19b70f17fcfd10eb.Texel 0.533867
20090804/2e4b051cec9c543db3deee1a89592d0cd0bc8528.Klone C002-1180 20090802/c881972349b8b7834057c0b12fe6094204eda55f.Klone 0.355377
20090804/2e5be5e072d2ea57d8cdfb09ebe1e1103d6769f0.Poison C002-1148 20090802/de7232ec873e9a08792fac68ccd19869f6a0e2b1.NothingFound 0.618171
20090804/2e5e52aa94e6bbfc7e466df95003e3b2ae114cbc.Texel C003-0860 20090803/3cf072e7fe5ce1e5ea6e05b4dec06788403e2292.Texel 0.447214
20090804/2e6f21a9386a2594049d9d68b15b6086f5b85ee0.Texel C003-0001 20090803/00030d8c27de2dc86a9b2a95f0a3b0a3220d2bc3.Texel 0.333333
20090804/2e7987acc19d40815f83998825cee232faebee38.Texel C003-0723 20090803/01d6a584ee3134c6cf260b6640f071ed3bbadf01.Texel 0.4
20090804/2e808711e6d7243988e39a75ab45863f0d71d2b7.Patched C003-1190 20090803/0716cfade7b15f77d73cb9a263cc8f1385dcc2bc.NothingFound 0.000360642
20090804/2e80be6760f8fc58a6f8563a027255c08db10b24.Texel C003-1291 20090803/248679849a73a6ad23f9750e7942eb5e7ba4a421.Texel 0.000429802
20090804/2e8eb272fedd7713a1907ebb8261e5cbba6862e0.Texel C003-1370 20090803/12256741db827d07b3278f8f8d8480575ea21fca.Texel 0.447214
20090804/2eaf5acd4195e04a36ec548bd741581dd581a27e.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.100022
20090804/2ed49c1f237b8b5571a06332a88e80b05b00b40d.Buzus C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.616396
20090804/2f01ff188ad174256f63b3288d615bc9fd717dba.Texel C003-1090 20090803/ca1bf6387d26bc424a0c48fbb6e5a456279d323f.Texel 0
20090804/2f1768628a9ff654c8a3e16ba4746ba1f7ce05ce.Texel C003-1192 20090803/3c1ed6e616e8dde27bf16241fd52bb13580ec2e3.Texel 0.471405
20090804/2f64ba42ffc0c07007dddb5a77f323a1fe563a8f.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.100004
20090804/2f73af719345d787fb64ba4b6c94077de0c695bc.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0888541
20090804/2f7664d9bf1c184346427ac3f091eec49413b8b7.Texel C003-1423 20090803/0822fb5fbd00f83af8626131e33f00e20ae4866e.Texel 0.362514
20090804/2f7e3a7eb7b57ae4561e7c59e44ea851fc5a8005.Texel C003-0572 20090803/0ed429bf1abe9a5d75905d16f2fce234c72db954.Texel 0.447214
20090804/2fce827b26ad5381d804692ee75a05360b02a2eb.Texel C003-1345 20090803/046779fc50b035d36e61167324dd889773655a58.Texel 0.000271531
20090804/300bdfa1a2ceab594f092b6da75e8d750175a37b.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.276356
20090804/3023941295d1a295b130a1c1b9fd0212f1bf5c40.Perflogger C002-1164 20090802/acb0367a2c9b390e1f66610c9d06db6c20a55beb.Perfloger 0.526519
20090804/3027c5a9f0439f896c746737e82d7cd7acf41ce9.Texel C003-1423 20090803/5b62d7f68355658afb1681961c87048d601211b5.Patched 0.528367
20090804/30654efbd562edccdca38917eb8ed1104461d66a.Swizzor C002-0803 20090802/4b3623532f0329ffad5207718fa2bc2891fc3b38.Swizzor 0.512215
20090804/3082aeaab32fe9b10251b6a95407d0f29f2d1dd7.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.116765
20090804/30d53bf300d40ad8c849ab0db0aef310eb7a7cb4.FraudPack C003-0870 20090802/aeee30f8779a0025bdf0875ec92782777ae818f0.FraudLoad 0.457885
20090804/30dd2bb3bd490a9e29edc588afb4da34e745182e.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/30ef96eb399449e32255e1320968b64d1cddc5eb.Lipler C002-0233 20090802/4cf23978218f1a0417eb0579ca59cf9fe52d6729.Lipler 0.574689
20090804/310c0c1c1d73a187964f9fe6900bad1fab11d820.Swizzor C002-0803 20090802/a701016b96cf4877cea15d07be6fce86605cc314.Swizzor 0.583092
20090804/311f82676095f8230983b9f3011d0e49ec4b4a23.FraudPack C003-0870 20090802/aeee30f8779a0025bdf0875ec92782777ae818f0.FraudLoad 0.369327
20090804/314ed0197a61221ecc434739be3e508afb71112e.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/3156480c224f068252c54eb77898c381a17d0b46.AutoRun C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.10834
20090804/319dc4416ad1709fa0e822685346cb3e0a345fc7.Lipler C002-0233 20090802/4cf23978218f1a0417eb0579ca59cf9fe52d6729.Lipler 0.582651
20090804/3204b24a8f43441f1156dfd9cf7202ac02b177f9.Texel C003-1340 20090803/56ccad12166952e65c3543180686ad4a3ce4cf42.Texel 0.475983
20090804/324ae8d13b275350a5c779eff1f559e5e7c7f714.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0801914
20090804/3253d00d0b284c7d63e381778e21586e1b086f75.Texel C003-1081 20090803/2796f21d844139acc0efeb4fea855d5e66665e6d.Texel 0.000260307
20090804/3258f93cb317c9dda20a1c8ac9eb359afb495dcf.Texel C003-0877 20090803/85e78c1ad31485b9ce383f70742a27031f3f38e2.Texel 0.5
20090804/329285a9ab0df2837e386f97e9582a062aaf5f27.Texel C003-1236 20090803/c6f2321689908072e3ea6105037f27d876d9d195.Texel 0.211037
20090804/32a77f4130fb49dc82a7fc8f125b140d44b2521d.Texel C003-1190 20090803/026340e18aafbfccd4a4678c5374544b090ca0eb.Texel 0.4
20090804/32c12b45f44daadbee6704923bbd8cf247838ece.Texel C003-1504 20090803/145582c56c91ce78d7712a70d3211eaf519de395.Texel 0.365148
20090804/32d04e7ba2f971a0ea3c0db21459d25f3f57640a.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.504063
20090804/32d62d0b8f792d152fc374f166eddc167359b381.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0888793
20090804/32d6cc6dfa726eec775674f105bb0dae9faba007.Agent C003-0698 20090802/95c778ad03b6148b3cf7213405c22505a7f76218.FraudLoad 0.641972
20090804/32e3ace20727ad590dbd589ee96c680cd5315018.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.432067
20090804/32e60e3dd2701175e9abf5a69f5bfedb6f1a7c2f.NoResult C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0799606
20090804/3308e129ba99e8d3577a7a28b2dfc68abdf159c8.NothingFound C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090804/338591ed1ca35d8abf7edaafee8520b78465e4a9.NoResult C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.380492
20090804/3398284a5d9b6fad1fb37959f06f965aa882a28c.Texel C003-1395 20090802/bf7785181f4fe9afb8d13e99ed14327702ae0b2e.Virut 0.525961
20090804/339a765e81161bd71c4d6192cb22dc6ae210c1ae.Texel C003-1340 20090803/3b4bd2dafeca0af50f119777b0f4a83883b15177.Texel 0.456966
20090804/33bc9763e8aeba186bf81d72a5ced801d42e476c.Virut C003-0898 20090802/1ae2d152ed10eeeec71303741d5179b8bfc50b7c.Virut 0.549773
20090804/33d2b8e7569a6410cb1890dfee0f666807ac7069.Texel C003-1345 20090803/2bd18b69e894c1977eaedbeee52dae869432d478.Texel 0.519267
20090804/33e6d7d8ca18e3e68db829b991466d69d7cc630a.FraudPack C002-1139 20090802/cebd0dc6b744b84a4152aa47b66103160ebd7bbc.FraudPack 0.37881
20090804/33f1d08e733cc44410082af75c64a5c910be5584.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/3400257c2bfbf40d32bc4775b685b6d31c69be3f.FraudLoad C002-1134 20090802/cac0349ed6d681dd522aa9cded0d82f6b5f30f84.Virut 0.636044
20090804/340a76621a70d5732d38c3d99bf4f05f92969c2c.Texel C003-0590 20090803/70cfcc962987c629425b75d805f3ad9ed2b709c1.Texel 0.365148
20090804/343ad73dee49eb5590cd18756dfed73955582583.Texel C003-1236 20090803/c6f2321689908072e3ea6105037f27d876d9d195.Texel 0.118818
20090804/348ff7205a571976d9e5ef3cec3f76bc437e8e17.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/34ad06d9312bb66afc818dc9233de6725c395c19.NothingFound C002-1134 20090802/b6c5074de9b7fb18df6ccb87fb2f74fe8f44c451.NothingFound 0.603729
20090804/34e6f13ec798bba988c6b6be51c50ba2d0c0eee2.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/34ef70935ddac093d80b187fdb88dae69561a927.Zbot C002-1184 20090802/49ce0be6be6c7205d12a6b1e99ddf0bdba5db087.Virut 0.496398
20090804/3530230a16b3ed644f398ccc40cc915b88253cdc.FraudLoad C002-1370 20090802/abde75d1ccc94f97201aa3e358287195dd77d05d.Krap 0.416383
20090804/35545e11cff6c1854b50a04c59dd8ad56c1fcf40.Agent C002-1163 20090802/770ee8d7acd5582bbff00c2e5f007b685fa8ced0.Agent 0.188883
20090804/356170356b2ef2021e91141ce8c9857e25da704b.Patched C003-1423 20090803/61e769142b72c79f3da505064e78bee65386b283.Patched 0.620826
20090804/357b10372141eecc1dda1ab06f339857429e89fe.VB C003-1246 20090803/056c40aaca7ee017b7f584b21c277979818e45f1.VB 0.259469
20090804/359116e3be0499acc5c50a8e830d33f5c9da4b5d.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.4907
20090804/3597ddd1f2d7b3600b480348e811606c1f3dfee7.Texel C003-0001 20090803/00030d8c27de2dc86a9b2a95f0a3b0a3220d2bc3.Texel 0
20090804/35db0352ecfe619d46a9a5c6de95dfc2cb7b6f67.Poison C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.59726
20090804/35e51b28e0e991d775f38ef8005bbbdafdc569a1.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/35ecfe8e7862eeca9b84b610f2f08fc181c19ca0.Patched C003-1395 20090803/4a41a7f2e69d3809a49c4b2f6bd65a830b8b9c49.Texel 0.214835
20090804/3607115f23669d073715d2159793007304bb160f.NothingFound C002-1163 20090802/90e66fd1351bbfec4f4fbd73d0c35bf772598d17.Chifrax 0.376721
20090804/363d4e425135a498fccb85389160932621ddc70e.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0888541
20090804/364c230ac057f3d54f300767be48d61636faeeee.Texel C003-0841 20090803/05c25303fac15bd31d196abdf22d936714f41fa2.Texel 0
20090804/3650f2448238d2d1c24f244f39386c4552ee3642.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.37389
20090804/36622ed42d549363c4caa14ad846eea866375c3e.Mixor C003-1183 20090803/1f38010962e4b9fbce3735a065569f413f931e6d.Texel 0.601105
20090804/36af6fdd92614b91de4b2878d4f7bed081e6f4f9.FraudPack C003-0099 20090802/e59f914cadb19d4b3c5bfc3331b9355aa8fa6140.FraudLoad 0.535181
20090804/36afe1539b4385bf20b5df008e955445743c921a.Texel C003-1045 20090803/0ac8b55e0f8e198f0b9f7a0a86ce5f142da4382c.Texel 0.478548
20090804/36d536fb13cab91f608d2883f2cc0c9ff9b44749.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0888541
20090804/36e6760622d4e4bd94761934c6d66cf6d0b5f35d.Patched C003-1504 20090803/1464172ffd8350cd52ea6703afcbc7897c66ee0b.Texel 0.5
20090804/36e6851e1c321036f8f65b14d4830df0d343f944.Texel C003-1044 20090803/0d6f572a87463ca99e17746f2c7c3d8d26355b06.Texel 0.408248
20090804/36f94eb4155954ddb4b5143b4755824830977552.Texel C003-1183 20090803/0289fc2c49bffee51e43973d620854e7f73be395.Mixor 0.458966
20090804/370322f7f878def1b7566dc2fdb0053ecbf57352.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.269361
20090804/370a009d53eaae880a4c6fb72c356bc9ab6ef200.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.179287
20090804/3738d695a5d88fb1b9e2416d3a28107e0ebd4987.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.479062
20090804/373b920b67dc3d547c25015bfb9f4e5620bc7c5d.Texel C003-1285 20090803/4aed0816f7155b5a9b7c6bbf921eb4876f93961c.Texel 0.297044
20090804/378c7526f4c786f49669a5ebd19030685ee72dcf.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0917604
20090804/378c79ec4a998bc8fa38bd9ee54c05b7da2fd756.Texel C003-1111 20090803/9dd8d0a403010e807d0d6fd1f2f0461b55670985.Texel 0.426401
20090804/37ecd82df7722083680a9f96e323dd4570aa8145.Texel C003-1242 20090803/b43e2f3fe37cfc80722391452bccefeca20ed048.Patched 0.436958
20090804/3803d9aafe452e644464aaf53e67c9cd9044a241.Texel C003-1423 20090803/b08e1f78db06811b971a6d7d29087ffbe179c51b.Texel 0.576428
20090804/380520c796bf825a721ee8ea67afca10767913d4.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.389934
20090804/380b688370c7e11f8126f9991b2f18b35494983e.Texel C003-0363 20090803/a7112862689bd0df9dca413c4ed9c32b1f202a8e.Texel 0.167975
20090804/3818a98286fcc9f4c33d2a8fdc3216e9f5302e6d.Texel C003-1340 20090803/c0346d7d6672a6d0479d792bb423a33bac7fdd68.Texel 0.497616
20090804/385ec6f6fb07367820c00a7590c8fb060070fc13.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/3869f61ec27689fde3ef2a7db4d16380ebe4c166.Swizzor C002-0803 20090802/dda444304ceb1818ba0e5c3a5f1caa6e18f9498e.Swizzor 0.533311
20090804/3899efda0ac9f9cb5c52848d7086ee8d93cc40a3.Texel C003-1609 20090803/0203319a926f5fc8d73bcf83a5566c04286d5076.Texel 0.516398
