# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090803_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090803/e16124f94bd6f669aa4354343e3584ddda2a31ba.Magania C002-1200 20090802/f526de9f72816d8f97859393c20356993abbe5df.Magania 0.360374
20090803/e1841179f7cf7dbb4fb4b9d3e3dbb3687b4b3e49.VB C002-1148 20090802/b63b8d305fb34472e471e5ca02eddedb4cb256f0.NothingFound 0.674075
20090803/e1869a012b3f0830e8ffb6a2f41d2740c50e8a8c.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.179287
20090803/e19152f672db319d8bf0560e6cee29d38b2d8815.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.518584
20090803/e192f3d6defd37100268fb608ece1a3ea7507e45.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.179287
20090803/e1ba6e6e5e7861bf242b2ac0e6eae645eba70a10.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.524983
20090803/e1cdc55c71efdd020120b1c2df151456fa546d99.VB C002-1184 20090802/b4a211e2b8e97a922e52a9b7beeee3bd4a4b69d7.NothingFound 0.333333
20090803/e1eca6368be32f7aba6feb4f8d41a221223d06c6.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.105497
20090803/e1f40898544b31d1a4d0ab302e07aecf90500d41.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.542294
20090803/e1fc941d31bea958e4afae848d84955ccf52109d.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.518711
20090803/e22fa0771296537808e6437bd4f244052e07b367.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.463547
20090803/e24e1701b1c28c12392aefd601627e4374f73f3f.Obfuscated C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.345905
20090803/e2635b6a5d2aa366fe9c0dbe885c44cef69c92f8.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.179287
20090803/e29569c94289f3649ded234290abd84ab9d7035f.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.116942
20090803/e29f7bafb8d24f697b40ccf8fce97785530f33a3.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.433106
20090803/e2f897e9af2d64e2f1671bcec50b9f943fcf364f.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.507873
20090803/e35ccbc71c34ba585ca14ead2def8780dae9c8ee.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.51308
20090803/e37bcb67136032634869eb24aaf229500ad6fd64.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.51308
20090803/e3b0ec8f6df2189873777407d5bb67654156108c.Lipler C002-0233 20090802/4cf23978218f1a0417eb0579ca59cf9fe52d6729.Lipler 0.536635
20090803/e3d0b07eb5c1023a24c6b5f7096f879736a47c4d.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.513274
20090803/e3d491782225045257e30d25fb88fd65617a5b95.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.458374
20090803/e3d974147f8931bbcce5f3f9ed10dc8c9f52cb0b.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.541007
20090803/e45885987042f58c4c7c76bf589260bbbd64696a.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.524431
20090803/e48c9879b42f3042e810b743497489e33e983a7d.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.105642
20090803/e49c593dd65736e432699ecd3ddac0b4413990c0.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.521964
20090803/e4bd9b178e419cf62b52c7329a1f3a0024d4f8d9.AutoRun C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.116254
20090803/e4c5d531664359b09a0aeb0cf23488fd1649f6d4.NothingFound C002-0233 20090802/4cf23978218f1a0417eb0579ca59cf9fe52d6729.Lipler 0.314394
20090803/e4ccae477afe989f1d3c3eb505c53d633415af79.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.502211
20090803/e50326dc6a4651af9c20f8f0a30fdd37111df2db.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106383
20090803/e5053d2ef35bff1bc183bc96698f3185f5d339e7.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.119424
20090803/e51ca4a1b756a4ecf3aa9792073d21fc2b5ffc11.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.443233
20090803/e551f1dae9fb08e75dd249813257a703a5125963.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/e5595027a79b86165e3daf765147b23ca56dbf05.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.107868
20090803/e564d0c29aa5d3be92968ef6e303c619374862c3.FraudPack C002-1370 20090802/abde75d1ccc94f97201aa3e358287195dd77d05d.Krap 0.491788
20090803/e56c14cbd55dadcf7de58789bf205771b1ea752c.Swizzor C002-0803 20090802/4b3623532f0329ffad5207718fa2bc2891fc3b38.Swizzor 0.566306
20090803/e57148e0c99ef6ea9aa24070ae330cd897938326.VB C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.610592
20090803/e5bed46db7ce9dbf8501b4c8710c0831dfc01df0.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.12108
20090803/e5ce5e17b396277f7c55714e65e6203a5e2ff804.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/e5d43d2e53e46a672a601deed632d3193b4358b4.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.492746
20090803/e5e5e352631caf032dd2e0b928d2d4632d22ff1b.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106759
20090803/e5eaab0e2f60dfee2b8f069486437d23f5a8a64f.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.50603
20090803/e5fc1c40f59c86443dbe27641513e5b1a0ed7c24.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.115904
20090803/e616bc50373d7d1e0a7c04dd918be007e96e7cbf.Lipler C002-0233 20090802/7537b4a3a3cc717c382591780fe943e745ebcc38.Lipler 0.333704
20090803/e66ac7e881256d1db8e58364faf8c36a25dd6b51.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.513153
20090803/e6ceb1bbdc0c4dc6a175c3c16902b70f39a65706.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/e6d1c9559aaf4670d2314c5cc2039ff155401d2c.Refroso C002-1011 20090802/96f24676e094fb1d6f3394b9e6a71a0cf4805499.Refroso 0.166666
20090803/e6e783a141f4bf72f67060f28e3b6b6350ed7be6.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.523092
20090803/e73480e3854bf90eda55f19ee4b384e1d40a7268.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.495924
20090803/e75e4d816ab272aa3ae793538bad4343a970fb3e.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0
20090803/e79c187d93474ae9d3b560ab189bd68a1f872198.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.522632
20090803/e79d2f1102646dec873a0b9716d721766647b599.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/e7bd0f5dc600fe94d97ace84beab39278c399854.Bancos C002-0104 20090802/86db17cb5b35071afd1795c47a48897d8e5f80db.Zbot 0.637838
20090803/e7c540dcc39c6227f415533b892cad32ad6362c5.Inject C002-1134 20090802/74659c4254eeeae0714a7ce0b8f23ca68176fc0d.NothingFound 0.668565
20090803/e7d80ad99958afdb9d395be9cd7258b4780ecaff.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/e7d9f12311c8ae87ff534eb350d49c247fda372d.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0866374
20090803/e7e26964d2e93896339d83f39bb4b47288514b56.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.51816
20090803/e7efeb3f9f5b1111e319d61b9a1469e5123aebfc.NothingFound C002-1258 20090802/af8b755b64d78ea1e93ce729b5639f44a9b4b25e.MyDNS 0.273663
20090803/e83675ad1a647269b45d68cada91f7870733660f.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.178292
20090803/e84439a9ce5b6fc7e6ae6f69ca13debaa81ce66e.Qhost C002-1148 20090802/4c2b99ca7115504a2fef11f5ca89b4becfdb682a.NothingFound 0.642377
20090803/e8b713d11aaedbb54cc0609b583a2f79cb0ab2bd.NothingFound C002-1008 20090802/c46e993a9f926fb02cdc33c151557f757e6d7651.NothingFound 0.560516
20090803/e8f9d6bf0bdde0def6656172f4efcbfe2e387414.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.116422
20090803/e91f4937dd7f5fc417791690b0b7400704a67150.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.544442
20090803/e9395f552bd20400dd365880f9c2fb0401456469.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0967795
20090803/e93da509c85c2e2a17186ff089977860e613ef20.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.376998
20090803/e9455ba0fd9d997aab9cdec1c69f18b4a3216312.Krap C002-1370 20090802/abde75d1ccc94f97201aa3e358287195dd77d05d.Krap 0.45158
20090803/e9e7f8e0cc50c1b14c7688cddcc5332e71a7dedf.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.369869
20090803/e9ff40bc70b1fbbf11c2f52ca2829b54cff7ed12.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0
20090803/ea0a47c5717ae09bbb6a8aba8c6187bf8072f09a.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0873175
20090803/ea540af1e77298ecd1483d1f5c71dda44d76d7ef.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.498931
20090803/ea5f01061059f79dc188ccdb45215aee3723d6ea.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/ea861a26db33449c4b62640ce981f9257363f7b1.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/ea8acde5f4cc63c387dad32a002f339006ba0e9e.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.496038
20090803/eaa716eec02cca29955d77540f043f9df7a3a844.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/eabb31f033ffdab69e95288b431a87d1748db6ad.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0
20090803/ead1ad742560d9835e80241a833fc067ae79d7e9.Swizzor C002-0803 20090802/a701016b96cf4877cea15d07be6fce86605cc314.Swizzor 0.566006
20090803/eadee03b4a0d23cd01ca96f8ef7695b131f2fe78.Texel C002-1134 20090802/74659c4254eeeae0714a7ce0b8f23ca68176fc0d.NothingFound 0.638878
20090803/eae405f3c4f9998cdd0e5fab939cea673da41fa2.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/eb1cb24ee729828c09668a04880cae0a2fd20da2.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.498324
20090803/eb66ec10e1647d15f702c2ae4082e860eb6722c1.FraudLoad C002-1370 20090802/abde75d1ccc94f97201aa3e358287195dd77d05d.Krap 0.571954
20090803/eb75f6c7714e23774edce70df08548c516322ade.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/eb7f3c4b1176d2c60489bd61f8d2a1bd24a0a749.NothingFound C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/ebe66d8578fdd4bffb04197a228a8e500c514e95.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.104885
20090803/ec0fdcd33829ca9d41f075d1c3d50554d4d70d94.Magania C002-1200 20090802/976c0bdd830f81c6b2677c07673be1457e678ff1.Magania 0.531581
20090803/ec377ce81c55601afaee4018b7e0d83f7272b8c3.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.116084
20090803/ec3bfb7bb5f4108438e296a1bb4751e7b4642459.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.517709
20090803/ec551b999fba6be8e3302393fb5b3287bc7e3cda.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106164
20090803/ec5bff065c1deac4615a10177783e7d74f5466da.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.540501
20090803/ec70aaa99b9dec3bffc5e375c108b9812957d4c4.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.512405
20090803/ec99ef9b0837b3ae876dc83adf805c5e00deb3bf.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.525279
20090803/eceefc305518e52e8724e58630e23aebe57bcc8d.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106007
20090803/ed289b99ec1b373b0754d3537c77f5f87515f6cd.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0845521
20090803/ed35daecd67ab39627f16dd68d2f29243d055110.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.522109
20090803/ed60a143196a53550e3fe32f28ac25b5997b1027.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.103021
20090803/ed9ddd9022e866aad1e7630faf04174a85555b0e.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.097064
20090803/edd4eb3908d0b4cb1e481a2268be05df5f605cba.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.522871
20090803/ee0477a61a44f21263630a5fa0dcc2d811dcab89.VB C002-1148 20090802/b63b8d305fb34472e471e5ca02eddedb4cb256f0.NothingFound 0.674075
20090803/ee227b0708267d8069364f41bbc4ec724717b20b.Texel C002-1134 20090802/ecb8386a6ea9448d17f2c968a26181077cbc2455.NothingFound 0.631051
20090803/ee880d03253834f85d8ea28d30c3ed33a52c629a.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.387924
20090803/ee88dd7d0b6779cf5885e149cf3118cb81079290.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.117113
20090803/ee96d3c0b36bdde987302a6c614d1871a57a73f4.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/eeb6c0b185011e27a06e8320d55ad388d44d1619.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.367276
20090803/eecec81529c6f0ad49051860a87933619fceac23.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.508164
20090803/ef01762195978ecd26839fb8b79cd21c4dc2156e.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0921888
20090803/ef06b8fa27aa582ca93f9fa9dffba2f434fabebc.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.522657
20090803/ef073c15796f388881f749546a5cd3a0c04cbcaa.NothingFound C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.623609
20090803/ef7ec229c29677705a93e012ae420e801279abf7.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.118626
20090803/ef8048ed415be4ca5b3ab0e828f87d648dd83ccf.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.104888
20090803/ef816eb497bef4933444314212c0922eb61f77f3.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.51173
20090803/efd5583f47e68f65a405432a61407a003afbdb6e.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/efdcbf8e65e606c99d402710432f50c491bd047d.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.526802
20090803/eff4bbdf432f46cc58c17160e7a6f614e1593119.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/f02c7289d3f24a491fd13da46cbb2441f719c822.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.499269
20090803/f05e7e1d0dddd44d9027d475c3a9074c91f95008.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.510842
20090803/f0c312751871eb5dfc663344d100ab89ebe79177.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.112355
20090803/f0da574a6048f9503e6108be15491d611233d9eb.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.514694
20090803/f122c68244ce802e89005c2e9593cb4b1e85e4a9.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.5277
20090803/f12f9b323252a325781672a3401689e55e7e3e10.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/f139e5549ecbd01e05222898e632129ba554f940.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.507941
20090803/f1694e5c88771870354b8115d9eb469f207d7d13.Banbra C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.408248
20090803/f1c71d3c2e0296250061fa88dae171827f32802d.Agent C002-1163 20090802/90e66fd1351bbfec4f4fbd73d0c35bf772598d17.Chifrax 0.594013
20090803/f1e564d91ba417e0a414c3de5fe6e5071ec0a4a0.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0854539
20090803/f1fcfa4d83fb181fd7e89fafe3449976a143874a.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.518697
20090803/f216fde503093e528318717aa2c1392f3b254c75.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.514176
20090803/f227d9fc27579e78ab740c3ff7596ef5e81b85bd.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.505686
20090803/f24faa32cb35f9e1db70a0b236b70b3d58e2c065.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.508137
20090803/f253bb798ca2f53166f39c933f6482b1821038b1.Zbot C002-0104 20090802/86db17cb5b35071afd1795c47a48897d8e5f80db.Zbot 0.536139
20090803/f269e8a62ab7a2b62039f2d04e6c30eba63f9f53.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/f2af1e858cc9487e9ec487206dfb702310eb47b6.Magania C002-1200 20090802/f526de9f72816d8f97859393c20356993abbe5df.Magania 0.358593
20090803/f2de35b31b0828378e6eb96c6d1947202b5ea7be.SystemSecurity C002-0809 20090802/d892e4d1aad59750995e7834d304b35bd2513037.Krap 0.641141
20090803/f2ffe4b4a36f01918eec21fe5bb7c2099fe1a02f.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/f30c8a49126e78149f0c71eda69011a0673be7d7.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.521776
20090803/f33b9c306cb8b88d0aa29808c990e222a75d72af.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.521899
20090803/f39efd781802fc08e59dce17ddfee55052f4de7a.NothingFound C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0953142
20090803/f4005977d1f0f0c66aeef70652489d41930d641b.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/f49f5e75e1ebd03dab094b3a82759e63c37d1c1f.Krap C002-1370 20090802/abde75d1ccc94f97201aa3e358287195dd77d05d.Krap 0.513345
20090803/f506c887a79353f0e862c42bc265ef1926bd6ee1.Buzus C002-1011 20090802/96f24676e094fb1d6f3394b9e6a71a0cf4805499.Refroso 0.590561
20090803/f507ff7dcb8bf70e36b188fed56feb540b07459d.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/f511cc7847b555b264351bba23cbb0b4f522070e.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/f54c87c53150a3f37a9ddf7098beb99ea6811972.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.498136
20090803/f585beaa807cc9ab1126a672f29f57067a85e84f.Agent C002-1163 20090802/5fc3a716c326a2295a56d1852c71bf3190fd96cf.Droco 0.615042
20090803/f58842924e588580405119ff669fdabb7a1f60b8.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0897924
20090803/f5c1898420c247c0f318a8d01e45b0c7adbb4119.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.492326
20090803/f633b6af1102b2d1eaf992c14faab99924e4b46b.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090803/f64b44c0434bcd8cc6d3cc29c7438b953ad8e8a3.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0873216
20090803/f66105a036850bc76ff1d7543ba58fbc8f49bacd.Lipler C002-0233 20090802/4cf23978218f1a0417eb0579ca59cf9fe52d6729.Lipler 0.549136
20090803/f66b29518cf6ccfada49d308d9defe4c3a63cdff.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.383951
20090803/f670489146c3834bfc8b68127771387890fd0fea.FraudPack C002-1139 20090802/cebd0dc6b744b84a4152aa47b66103160ebd7bbc.FraudPack 0.393566
20090803/f682f4db8b87bb0ab5a820114417aca4f7eb1404.Texel C002-1163 20090802/3d6a5926bb5192e7392c1145ad7e6fa98ee9fee4.Delf 0.655271
20090803/f6b467c5d134dafdc7ef4f915a0996127a08080b.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106385
20090803/f6bfb43052f426779ac68e6dd260a885e45fb88d.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.524083
20090803/f6e937d282e1d89c247141c677af69df1c8109a2.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.517935
20090803/f7080adf1587b6ac6484375b77d409233012c52c.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.509059
20090803/f71103c3bde7f15bd100837bdec9dd8e808740c3.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.511943
20090803/f7b50d515247d87ab44947186d7b1cb10ad933e5.NothingFound C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.596666
20090803/f7f501f0e6ba049626b147056d84e6d414c22c59.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.105074
20090803/f8420a545ef40a661e3b7697ec220a36e32bbbc3.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.514391
20090803/f857385d5edb05e1678c6c3dee0141055c52bb51.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.38097
20090803/f86bb6b3b58feb087668cd919a842e7b51a7e42e.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.385649
20090803/f8b60624df2e93c6cea021f9ec93015c8e485223.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.498242
20090803/f8fe8368b5086c973bb968f8ac2a726a895b3c38.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.179287
20090803/f92dd8522187b3f3803afc14805ac5a9ec3e4498.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.511058
20090803/f95a40447b190ce99427bb8ec2b88628561c9a26.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0915084
20090803/f989b1e3741f4d5fe7374ee9b9c23b0a19af478f.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.52025
20090803/f991f42f05ba055428b363f1b391ec83c71b0eb4.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.495027
20090803/f9b481a8e10a651cd22e38f9719076899f1fef5f.Agent C002-1163 20090802/770ee8d7acd5582bbff00c2e5f007b685fa8ced0.Agent 0.421055
