# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Clusters for reference_mist.tar.gz
# Number of cluster: 27
# Precision of clusters: 92.0%
# Recall of clusters: 93.7%
# F-measure of clusters: 92.9%
# ---
# <report> <cluster> <prototype> <distance>
refset/3ecfbed96555369fd3867ce5cf8bf58f7b0da7ac.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.347514
refset/3efe0c1dc130f46db0cbe9c8072b3fd64cf6f76d.ROTATOR C000-0018 refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.408167
refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR C000-0018 refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0
refset/3f031da410f86c9b326d04adbc4b6f90cf026036.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.332234
refset/3f58c177be2dce5f4cc3e5758c07134993efd130.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.451453
refset/3f689fd7d115b2260f8ebf8d325672b2a2b0bb55.WOIKOINER C000-0007 refset/ce3578cf105178b4284b1ca91562160199d5715a.WOIKOINER 0.518475
refset/3f9b467f9cca75ca5dd76d7d6abfcfed0650de88.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.34668
refset/3fd9a589a45323f8c01795033842708016ae60c0.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.371908
refset/3fdc7bddcd3e9ed31f2dafc63c1387f078d0ad04.CASINO C000-0001 refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.379083
refset/4003f301ed12b190e2c6c6c7e76add50c90fb23f.CASINO C000-0001 refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.401449
refset/40102e2a3e2663dcef5dda1d86d2de93e6935b74.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.161864
refset/401fc3b1d62cf76cf4f83f4cdfb04d9c395c0478.DORFDO C000-0058 refset/22767645530cce5c8d38f629041354c3419afb61.DORFDO 0.435307
refset/4023b45b5c42cb0811194818fd861d9102c01a8b.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.320933
refset/4026c3d1a3d8a7b2b6c00983790a40ff01e3cbb3.VAPSUP C000-0017 refset/4026c3d1a3d8a7b2b6c00983790a40ff01e3cbb3.VAPSUP 0.000314804
refset/40278fa91272be5c9284e83fbbba71b0321d19ca.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.191195
refset/4059952e3f83daf091e9a5b2c244257a0f677410.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.244633
refset/4061133ac2644d1da3352e6621b0bbea8b14fd41.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.320933
refset/406e571d1077a54ca54afe50d7a43b98272abfbc.VIRUT C000-0050 refset/2c8f232169df18aad7a4f890a469b598948e72aa.VIRUT 0.536832
refset/4071fc699d9d29b2a3534fdf84332a368df20ff4.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/408a453c3eb7f78f117122126dc18912adb268f7.RBOT C000-0023 refset/3463f7c7b3c05654fa2ebf25d8163d31b575f0ba.RBOT 0.499324
refset/409c67d54ed09edf152839977754fe10f795f531.VIRUT C000-0012 refset/095139894fa8ef07ca16762ad4286706d4dae8ff.LDPINCH 0.534523
refset/40c501e1fbaf9b752a4b4de85d6c8b99a1b2a43c.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.277453
refset/40cb4446cdd6c68c0626166d5a6ffdb8c2fcd577.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.164772
refset/40cf83a94c0b59f371f95e75c289857ffbd73545.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.390953
refset/40e28e287e21b6a87a695f9cb0f0e930f92b22c0.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.203673
refset/40f54fd9caf48315111f2b4b9cd4d2fb830342ea.RBOT C000-0023 refset/3463f7c7b3c05654fa2ebf25d8163d31b575f0ba.RBOT 0.494204
refset/410b67fe2e902ec0ec5a8ae4b490c8f09ba14908.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.34668
refset/41229184258583ad2bade43799c2dd2e4dc9ae01.DORFDO C000-0058 refset/22767645530cce5c8d38f629041354c3419afb61.DORFDO 0.435307
refset/4125c91b60ae1890b58b52376c32bac28b53f03f.VIRUT C000-0050 refset/4125c91b60ae1890b58b52376c32bac28b53f03f.VIRUT 0.000256133
refset/413fe6d16aa708be7b1c7c82971a8f58ee3eb619.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.402524
refset/414c10782feee70d4577fcc377afef26f6bfa769.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.160354
refset/415733fb711c7a1286a071478b3dc815bd9bbec2.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.348706
refset/416019c2461fa8b0b807716071ff0ca219871bfe.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.36541
refset/41637328c383e34b1a8798a5ff2e5525171411ca.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.39818
refset/418a99c4535b90c990b5f5e34742342f36752397.RBOT C000-0023 refset/3463f7c7b3c05654fa2ebf25d8163d31b575f0ba.RBOT 0.499324
refset/41be4a528689fad1c7cb1348c9eff236e7b22c5f.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.320933
refset/41c0525573dfccb26637a59fccb5ef3dace6329c.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.30421
refset/41d1fe6865a9ca734d6138f926674d3a351ba387.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.407488
refset/41d65131f43d12917a7e07f74d83110240f2e969.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.000421064
refset/41f3b66f788311e10d2e81dd4e09f06e3ecd2915.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.403119
refset/420d04800d6c0fd890c94235d9fab88ea035d5fb.POISON C000-0005 refset/d372b58fd666d5092cb256048981e21f4f18cbcf.POISON 0.618528
refset/421d2f3600425650e1ed129d7dda45810ae893d0.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.394358
refset/422948b70b3534fb5c5ed6d16ccfa31deb109270.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.188484
refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.224109
refset/4240bd8dc68efa770c855325b123dacdf05ccb41.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.33339
refset/426b0209eb73d1b2b73ee712e7ef28e5cf2804b6.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/42796f3c6350dec586d6f7c9570903e34242f558.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.399705
refset/4283fec4335ac4bf42ddb35c665602b5be23aec0.VIKING_DZ C000-0020 refset/61ad95a75e41f6a730dcc0bcbe45497c345e5445.VIKING_DZ 0.553183
refset/4299edb644f132031c6c5363a60ce0641390739f.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.376069
refset/42bd2b64c09cb00b4fe90aeeb9f34e145e439111.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.348706
refset/42f1a2682076f611b301fbdebb22b0838f20ec0f.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.390215
refset/42f7fef71b7e8679b8fe1edc7231187b0e6c5c9f.VIKING_DZ C000-0020 refset/61ad95a75e41f6a730dcc0bcbe45497c345e5445.VIKING_DZ 0.147526
refset/430a55a6400233c0b1b3a5bc042de943cf69ef1b.PORNDIALER C000-0039 refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.106905
refset/435272048016adb04f95d3a04b4e206171aaeb76.LOOPER C000-0011 refset/caa65eb1f59f6dfb7945f6ac585396d76b9d549e.LOOPER 0.626849
refset/4354fd0305fe6436900fed8c23e88512fbc3167b.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.157199
refset/4386d2a2f6f5f84885fca0cbdc7d4604ad53bff1.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.320077
refset/438ea2a935e68e14aede1c8d09a2dc47bd1a94e6.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.457263
refset/43ac22251c539d901d468ebea423a5ee798ef42b.RBOT C000-0023 refset/3463f7c7b3c05654fa2ebf25d8163d31b575f0ba.RBOT 0.36183
refset/43cb0ba9a6202fc568ad0d83f9064dc733009a72.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/43d3915ba9f83148fa321e75566aa0b4c79bec65.VAPSUP C000-0017 refset/5278870eb166d2cf17fa894b98da45a5447243e6.VAPSUP 0.474873
refset/44315b7ffc43d0974ed4355f2aab8db376c15d22.SWIZZOR C000-0019 refset/370c147a9add7c89ca03bbe67b49db47a62ae459.SWIZZOR 0.363838
refset/44387d53933eb1e969000c27739d61e44d0a5102.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.33327
refset/443de52317dee4e7fc1563c2a76dfbd67349c194.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.33339
refset/44447dc0348d0b270ff54567f9c49db4863b4781.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/4476c0b825b996a9ba81acaf9dca45ec4edffcff.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.332234
refset/447c18209bddf89ba0c03a3e7dc20c13f3c98835.SWIZZOR C000-0019 refset/370c147a9add7c89ca03bbe67b49db47a62ae459.SWIZZOR 0.194072
refset/44863ceeee687c76a192b0ada96239a7b49d9d5d.VIRUT C000-0050 refset/4125c91b60ae1890b58b52376c32bac28b53f03f.VIRUT 0.512129
refset/44adb52e0b6a4e7c21a6618f6b4128eb64dde3e4.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/44d2adaf7db6e4922d990b56f0409370a88215b9.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.17367
refset/44d648b1b0372b1b79eea9bb388c3b9e1d083329.SWIZZOR C000-0019 refset/370c147a9add7c89ca03bbe67b49db47a62ae459.SWIZZOR 0.197937
refset/44f54e1392b689e667d912643955ac063d425dfb.LOOPER C000-0011 refset/07b46fbb490f77a302ba21bde104f6d7f5e3a35d.LOOPER 0.577246
refset/45035295c8901e33ffe5f98f290ef9d12883550e.PORNDIALER C000-0039 refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.130994
refset/450ba93c21b67334a8d819d72e32635b15dbc63a.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.34668
refset/451162f3cf93c45765ef0aaf1b4cb87140f0f7c6.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.229106
refset/45222b70fe7bdc70e938e8b6ff7096b7bd61f226.DORFDO C000-0058 refset/22767645530cce5c8d38f629041354c3419afb61.DORFDO 0.451738
refset/45390797addf5c5e691c333be25b363833faac45.LOOPER C000-0011 refset/daaf003de7443c80fb0d1d290864434d931a5818.LOOPER 0.648744
refset/453eed0baef69143ecee92c7aa0d07d40ac64022.ROTATOR C000-0018 refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.409929
refset/454902cdd7f69e1c5cea336bf1346cc7cfab4ca2.DORFDO C000-0058 refset/22767645530cce5c8d38f629041354c3419afb61.DORFDO 0.441183
refset/45566983aa387ce3c6a5c51628281e73ec571029.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.375286
refset/456aebb1181b8fb726f8e6aeda5c9a248998d3ee.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/456eb98fdbc171885a9213433b27c73d8ac67a99.CASINO C000-0001 refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.386291
refset/457ba5396036c17618f41122c3dfe0221bb627d8.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.490259
refset/45a43c4d943dee51fdc2df787358e42454e8735f.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.228714
refset/45a865455666102bb48395e7b8769ae843251032.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.470236
refset/45ddb63f3d44ace65f7a85d2a119c2949c60dec9.RBOT C000-0023 refset/3463f7c7b3c05654fa2ebf25d8163d31b575f0ba.RBOT 0.502493
refset/45eb689d2003cd3ee7d50048c7689415a1ca3fad.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/45f8bbc58eccb22c583dbc4d730cc834eff178d4.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.396635
refset/460267fbea2bd7810e7466c7c8bb4cdb593e20b3.VIKING_DLL C000-0090 refset/54ec9234bcad41af81aeef9e71197df3dfb5a668.VIKING_DLL 0.0742261
refset/460d0d2527264d88254f48f48a84653a41857026.SWIZZOR rejected refset/1286bd69357710e7304d878b1647cc5af4b57e62.SWIZZOR 0.349504
refset/460e86e59cc7572d1f8708d71a5314e358059710.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.320077
refset/4656ec4ec5a34e0dee0f4ea402ac4f754deb3ac8.VIRUT C000-0050 refset/2c8f232169df18aad7a4f890a469b598948e72aa.VIRUT 0.517682
refset/469c57978c14830f0ab685bf6db7c24d88a17af4.PORNDIALER C000-0039 refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0759195
refset/46ac9e314cfe6d989f98ea859c117e0418f2950c.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.329454
refset/46b224b04ef80d3668dd1147c63d8938fb2e3ae4.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.355091
refset/46c4f821b42e61fbf58ce27e195bd9765d1992d4.RBOT C000-0023 refset/3463f7c7b3c05654fa2ebf25d8163d31b575f0ba.RBOT 0.567322
refset/46daf5342b45a8c8c091a0fab6dbed5edbe10918.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.353752
refset/46fe0d78018e8d80256d550fe57930496bcfe42c.CASINO C000-0001 refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.408159
refset/47618783812034748aa4aa899d428b0a38514048.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.23661
refset/476b90eb59e244630b491fb4c5b23ac922cd3395.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/4777ff150c6f2ce9c19e27d80ecff40bb64cd4d0.LOOPER C000-0011 refset/8c6d27a62a3120e31d9414ecab64c654dd4c178b.LOOPER 0.626224
refset/47896f80ad137c43de3df4a1b2960157d66976c5.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.354911
refset/47d5676bee44fd81f265b0ef32689799bae9ecc7.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.378037
refset/47f9997ae63a3ec5663d025825e58940995df2d7.ROTATOR C000-0018 refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.388361
refset/48050eeec4a569339dec532ca33e5286466e0017.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.200765
refset/482b49118a3acb42c49a8f72b0d5fb27c0ad7b13.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.504107
refset/48465154be344492d0c3625eae836fb915c76221.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.26301
refset/484ab39ff3b4f83f5c8518b955734b0a3d4f3a72.SALITY rejected refset/c78ef8545d0063edf32d48c7392eada03aa1b353.SALITY 0.561952
refset/48541dc9eea0bc4ae5d5c81c234146968540d512.LOOPER C000-0011 refset/b60a551bc51d49bbd36cfe4a8e29176fd56eea75.LOOPER 0.634487
refset/48a5b15b940dae5d03951761e94f60bab5d6a248.PORNDIALER C000-0039 refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000292886
refset/48ae8ea4b2b4fbb22ef0b65cf15264c3b1896c97.LOOPER C000-0011 refset/ff536d4ad87838355637ae6446e2a637a7079977.LOOPER 0.625291
refset/48e35008a3eefa338fbbc6b8ca82eca783169c3c.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.353752
refset/48ff45a944cff2197a7b061af859898f18dbc423.RBOT C000-0023 refset/3463f7c7b3c05654fa2ebf25d8163d31b575f0ba.RBOT 0.529237
refset/4908be5c77e6833f0a132bfb383fe54cc30f3851.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.332234
refset/4918c4d17b7897595e4a67ff391bc3d3096483f9.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.440325
refset/492c9b8594fd76bd36e6f47a7512a2da1a6322e7.VIRUT C000-0050 refset/2c8f232169df18aad7a4f890a469b598948e72aa.VIRUT 0.427261
refset/492e0e3ec72d9d53a45bf1492ee30b09f127da83.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/49319c3eba3b63a8cafbfc7f2ab70d56e62a0b87.LOOPER C000-0011 refset/5f02e37b9375c09b4787f43eef41c2b88ba787d2.LOOPER 0.60489
refset/494f3fbb6f6d41d9275c43dabc5f04b95df04df7.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.348706
refset/496f96ffc1f014c9b32264a1d9f0450d00f193ee.VIRUT C000-0050 refset/8821370914567a80d05f4b5ed44de3bf66c5180a.VIRUT 0.536925
refset/4974d57da26d30a26e25de9c80f245bf4712331d.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.332234
refset/497917d561e578424713b6e7480d138e51f831b6.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.390276
refset/4999cf600d62f8a27872377e855fa622b8fe1964.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.348706
refset/49adcdc3c9c9357979db74da18c581bdfa725abe.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.30537
refset/49be5ffd50fcaa627fc1b3a160660c426c5105ca.SWIZZOR C000-0019 refset/370c147a9add7c89ca03bbe67b49db47a62ae459.SWIZZOR 0.199184
refset/49c542f19b7663ada83986f7a28122f05bd800e2.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/4a1141fd6caef38739b9558344ef8a358d4fd6f2.VIKING_DLL C000-0090 refset/54ec9234bcad41af81aeef9e71197df3dfb5a668.VIKING_DLL 0.0742261
refset/4a1c783815cbb2e4442362f8b539c2c8f1e09e23.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.30842
refset/4a403ffd8544953459a9afaf838ce9f6699a3d2c.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.331324
refset/4a7286b985f535630b2f894e8e64d22ccf74757e.ROTATOR C000-0018 refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.403818
refset/4a736e542d027641d31881df88c871fdc1c97776.ROTATOR C000-0018 refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.406587
refset/4a80decba1868174cab76ea2c7442801a31ff250.VIRUT C000-0050 refset/8821370914567a80d05f4b5ed44de3bf66c5180a.VIRUT 0.537283
refset/4a8a2f984a3aa31b8698f4727ee2fd0f6bf24c5e.PORNDIALER C000-0039 refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0759195
refset/4aad7b8f00141b660081cdb31705272b32a1c145.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.374378
refset/4aba401320213628b45e6d87944f22876c0a5c2d.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/4abbeea00f052c5671a5a4c462ab8cbe9bb62772.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.332234
refset/4b1a0325a26340f755cc8cff9cd14bbddbdd1353.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.351567
refset/4b384b29bdc363fae636c026b353a03969ac5a6f.SALITY rejected refset/04875c1c051c9d6beaaeef232f5f6d9f9dfd2b87.SALITY 0.475497
refset/4b3aaf4b2299d2a6a77377d7fe7c443d3c447a04.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/4b95eaf6a98028f9c6b7e3f3eb314f9384ee8a6e.SALITY C000-0034 refset/9956e0b8366185a5a48fd1fcf6a77f5d7ac2a898.SALITY 0.558838
refset/4b99fe11ec6c644bec475f7fb27e5a87f10d2fe9.LOOPER C000-0011 refset/4b99fe11ec6c644bec475f7fb27e5a87f10d2fe9.LOOPER 0.000209883
refset/4bd8d713a9c71b45aa2bb76437232a823dca5fdd.LOOPER C000-0011 refset/ff536d4ad87838355637ae6446e2a637a7079977.LOOPER 0.616317
refset/4bdd5eef52f1288b5d598b844066fea73b60a48a.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.391151
refset/4bdf74691f24fd5b36da676917db01abc6e80431.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.411938
refset/4bffdee0d87ab4eb76ccdac6c578b217133c7b30.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.3607
refset/4c08360d5c553ec2a0a7738c328d5b13baa0a08c.SALITY rejected refset/4c08360d5c553ec2a0a7738c328d5b13baa0a08c.SALITY 0.00025934
refset/4c129f6efebe9073a1cd785f229ee149ea846770.WOIKOINER C000-0007 refset/ce3578cf105178b4284b1ca91562160199d5715a.WOIKOINER 0.52094
refset/4c16b41539b312e0fae1c8e191af171621562344.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.119585
refset/4c2f81a16db7e6e3dee76846f0a4037197901ef1.RBOT C000-0023 refset/3463f7c7b3c05654fa2ebf25d8163d31b575f0ba.RBOT 0.526415
refset/4c3f3b000c2ef8056cdc9e683bdea1e7a2352a34.CASINO C000-0001 refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.392648
refset/4c42c011eac6b7c2e396b94128152e46a333ec63.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.372841
refset/4c46512b3aa07c9b6588d160657e208f0fbb3c76.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.210385
refset/4c4fe6f449e03c0b00e3f1c84774e366d88bdb98.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.394196
refset/4c5225819ef859dc0a3482efa9402c35fb481dd1.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.398618
refset/4c5ab68f8817f3625327a1996011adb634792182.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.353335
refset/4c6170dbf28f4cf70875564aefb4a39f83d08a26.LOOPER C000-0011 refset/2aee2f7a92d63e1c2e2c69ca85ad2113c0ef2266.LOOPER 0.627527
refset/4c7af3f3f9d3df2e62d8d836798e6cef434c48b6.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.228714
refset/4c7c71db86263dfea0a9d5bc578f98726551473e.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.34668
refset/4c7f3f2c6447c584b66af7c158f00c957d3b0023.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.389517
refset/4cb176734ac17b1f0560f6fb491784f888482ca6.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.308606
refset/4cb8d22e90727e6ee3c92629375c2f192100d8d4.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.348474
refset/4cbe5d22584bd3a52beebac9ca10c6d8cb0172c9.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.391825
refset/4cd70433a9565835099213407f5692645d44ddde.SALITY C000-0004 refset/4df447fdc28d29b431b83ccbdd57cb2aa8fd3c2d.SALITY 0.413112
refset/4ced96e07756b851a0ea39f785cf5a6bb7a81d6a.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.149074
refset/4cef9756e43220ac3aaf99bcaae85c47f6f39b3c.CASINO C000-0001 refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.386901
